pair_key,Drug_ID,Drug_Name,drug_name_norm,Food_Herb_ID,Food_Herb_Name,food_herb_name_norm,Type,type_norm,Component,Dose,Time,Relationship_classification,relationship_sources,Experimental_Species,Experimental_Design,Experimental_Individuals_Number,Test_Method,Test_Sample,Potential_Target,Target_ID,has_pmid,has_doi,has_result_text,has_conclusion_text,has_reference,evidence_row_count,n_effects,n_paper_labels,pmid_count,doi_count,has_effect_conflict,has_label_conflict,paper_label,drug_item_text,label_id
D00758__F00103,D00758,Abacavir,abacavir,F00103,Alcohol,alcohol,Food,food,Alcohol,,,FDI-Package Insert,FDI-Package Insert,,,"24,HIV-1–infected male subjects",,,,,0,0,1,1,1,1,1,1,1,1,0,0,Use caution,abacavir [SEP] alcohol [SEP] food,1
D00090__H00474,D00090,Chlorzoxazone,chlorzoxazone,H00474,Rhizome fagopyri dibotryis,rhizome fagopyri dibotryis,Herb,herb,Quercetin,1000 mg,Administration after 10 days of pretreatment,HFDI,HFDI,Homo Sapiens,"Open-label, two-period, sequential study",12,HPLC,Plasma,CYP2E1,P05181,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,chlorzoxazone [SEP] rhizome fagopyri dibotryis [SEP] herb,1
D00741__F00184,D00741,Dabigatran,dabigatran,F00184,Lowbush blueberry,lowbush blueberry,Food,food,Malvidin 3-galactoside,,,HFDI,HFDI,,,,,,CYP2C9; CYP3A4; P-gp; BCRP,P11712; P08684; Q2M3G0; Q9UNQ0,1,1,1,1,1,2,1,1,2,2,0,0,Use caution,dabigatran [SEP] lowbush blueberry [SEP] food,1
D00597__H00551,D00597,Atorvastatin,atorvastatin,H00551,Apocynum venetum,apocynum venetum,Herb,herb,Quercetin,10 mg/kg,Single dose study and multiple dose study,HFDI,HFDI,Rat,,,HPLC,Plasma,,,1,0,1,1,1,2,1,1,2,2,0,0,No known interaction in selected source,atorvastatin [SEP] apocynum venetum [SEP] herb,2
D00700__H00518,D00700,Docetaxel,docetaxel,H00518,pericarpium pyri,pericarpium pyri,Herb,herb,Myricetin,"5, 10, 20 mg/kg",,HFDI,HFDI,Rat,,6/group,LC-MS/MS,Plasma,CYP3A4,P08684,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,docetaxel [SEP] pericarpium pyri [SEP] herb,1
D01198__H00307,D01198,Tucatinib,tucatinib,H00307,Fructus Lycii,fructus lycii,Herb,herb,Quercetin,"25, 50, 100 mg/kg",,HFDI,HFDI,Rat,,6/group,LC-MS/MS,Plasma,CYP2C8,P10632,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,tucatinib [SEP] fructus lycii [SEP] herb,1
D00149__H00234,D00149,Fexofenadine,fexofenadine,H00234,Herba Centipedae,herba centipedae,Herb,herb,Naringin,1210 μM,,HFDI,HFDI,Homo Sapiens,"Single-dose, randomized, open, crossover clinical investigation",12,HPLC,Plasma,OATP1A2,P46721,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,fexofenadine [SEP] herba centipedae [SEP] herb,1
D00299__F00033,D00299,Pioglitazone,pioglitazone,F00033,Ginger,ginger,Food,food,Quercetin,10 mg/kg,,HFDI,HFDI,Rat,,4/group,HPLC,Plasma,CYP3A,P08684,1,1,1,1,1,2,1,1,2,2,0,0,Use caution,pioglitazone [SEP] ginger [SEP] food,1
D00090__H00495,D00090,Chlorzoxazone,chlorzoxazone,H00495,Radix Sophorae flavescentis,radix sophorae flavescentis,Herb,herb,Quercetin,1000 mg,Administration after 10 days of pretreatment,HFDI,HFDI,Homo Sapiens,"Open-label, two-period, sequential study",12,HPLC,Plasma,CYP2E1,P05181,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,chlorzoxazone [SEP] radix sophorae flavescentis [SEP] herb,1
D00271__H00136,D00271,Omeprazole,omeprazole,H00136,Fructus Meliae Toosendan,fructus meliae toosendan,Herb,herb,Berberine,300 mg,Administration after 2 weeks of pretreatment,HFDI,HFDI,Homo Sapiens,Two-phase randomized-crossover clinical study,18,,Plasma,CYP2C19,P33261,1,1,1,1,1,1,1,1,1,1,0,0,No known interaction in selected source,omeprazole [SEP] fructus meliae toosendan [SEP] herb,2
D01217__H00356,D01217,Warfarin,warfarin,H00356,Fructus Chebulae,fructus chebulae,Herb,herb,Ellagic Acid,40 mg/kg,"Once a day ,keep 5 days",HFDI,HFDI,Rat,,8/group,HPLC,Plasma,CYP2C8; CYP2C9; CYP3A4,P10632; P11712; P08684,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,warfarin [SEP] fructus chebulae [SEP] herb,1
D00291__F00049,D00291,Phenacetin,phenacetin,F00049,Bayberry,bayberry,Food,food,Myricetin,,Administration after 14 days of pretreatment,HFDI,HFDI,Rat,,,LC-MS/MS,Plasma,CYP1A2,P05177,1,0,1,1,1,1,1,1,1,1,0,0,No known interaction in selected source,phenacetin [SEP] bayberry [SEP] food,2
D00245__H00274,D00245,Midazolam,midazolam,H00274,Brassica oleracea var. capitata,brassica oleracea var capitata,Herb,herb,Quercetin,500 mg,"500 mg quercetin, once a day for 13 consecutive days",HFDI,HFDI,Homo Sapiens,"Randomized, open, crossover",18,HPLC,Plasma,CYP3A5,P20815,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,midazolam [SEP] brassica oleracea var capitata [SEP] herb,1
D00010__H00970,D00010,Melatonin,melatonin,H00970,coffee,coffee,Herb,herb,Caffeic Acid,15 mg/kg,Before dose,HFDI,HFDI,Rat,,6/group,LC-MS/MS,Plasma,CYP1A,Q53G23,1,1,1,1,1,2,1,1,2,2,0,0,Use caution,melatonin [SEP] coffee [SEP] herb,1
D00597__H00396,D00597,Atorvastatin,atorvastatin,H00396,Exocarpium Citri grandis,exocarpium citri grandis,Herb,herb,Naringenin,240 mg/kg,,HFDI,HFDI,Rat,,18,UPLC-MS/MS,Plasma,,,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,atorvastatin [SEP] exocarpium citri grandis [SEP] herb,1
D00583__H00818,D00583,Ranolazine,ranolazine,H00818,Rhodomyrtus tomentosa,rhodomyrtus tomentosa,Herb,herb,Quercetin,20 mg/kg,Single dose study,HFDI,HFDI,Rat,,6/group,HPLC,Plasma,CYP3A4; P-gp,P08684; Q2M3G0,1,1,1,1,1,2,1,1,2,2,0,0,Use caution,ranolazine [SEP] rhodomyrtus tomentosa [SEP] herb,1
D01328__H00298,D01328,Clozapine,clozapine,H00298,Ilex cornuta,ilex cornuta,Herb,herb,Caffeine,,,FDI-Package Insert,FDI-Package Insert,,,,,,,,0,0,1,1,1,1,1,1,1,1,0,0,Use caution,clozapine [SEP] ilex cornuta [SEP] herb,1
D01040__H00759,D01040,Selexipag,selexipag,H00759,Crataegi Folium,crataegi folium,Herb,herb,Quercetin,2 mg/kg/d,Administration after 7 days of pretreatment,HFDI,HFDI,Dog,,6,LC-MS/MS,Plasma,CYP2C8,P10632,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,selexipag [SEP] crataegi folium [SEP] herb,1
D00305__H01022,D00305,Practolol,practolol,H01022,Licorice,licorice,Herb,herb,,,,Drugbank,Drugbank,,,,,,,,0,0,1,1,1,1,1,1,1,1,0,0,Use caution,practolol [SEP] licorice [SEP] herb,1
D01061__H00737,D01061,Betrixaban,betrixaban,H00737,Fructus Amomi,fructus amomi,Herb,herb,Vitamin E,,,HFDI,HFDI,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,betrixaban [SEP] fructus amomi [SEP] herb,1
D00213__H00299,D00213,Losartan,losartan,H00299,Folium Ilicis Cornutae,folium ilicis cornutae,Herb,herb,Quercetin,20 mg/kg,Administration after 7 days of pretreatment,HFDI,HFDI,Rat,,6/group,LC-MS,Plasma,CYP; P-gp,NA; Q2M3G0,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,losartan [SEP] folium ilicis cornutae [SEP] herb,1
D01135__F00103,D01135,Difelikefalin,difelikefalin,F00103,Alcohol,alcohol,Food,food,Alcohol,,,Drugbank,Drugbank,,,,,,,,0,0,1,1,1,1,1,1,1,1,0,0,Use caution,difelikefalin [SEP] alcohol [SEP] food,1
D00589__H00291,D00589,Clopidogrel,clopidogrel,H00291,Alpiniae Officirum Rhizome,alpiniae officirum rhizome,Herb,herb,Curcumin,"25 mg/kg, 50 mg/kg, and 100 mg/kg",,HFDI,HFDI,Rat,,,LC-MS/MS,Plasma,,,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,clopidogrel [SEP] alpiniae officirum rhizome [SEP] herb,1
D01033__F00162,D01033,Avanafil,avanafil,F00162,Grapefruit,grapefruit,Food,food,,,,FDI-Package Insert,FDI-Package Insert,,,,,,,,0,0,1,1,1,1,1,1,1,1,0,0,Use caution,avanafil [SEP] grapefruit [SEP] food,1
D01437__F00105,D01437,Omega-3-Carboxylic Acids,omega-3-carboxylic acids,F00105,High-Fat Meal,high-fat meal,Food,food,Fasted,,,Drugbank,Drugbank,,,,,,,,0,0,1,1,1,1,1,1,1,1,0,0,Use caution,omega-3-carboxylic acids [SEP] high-fat meal [SEP] food,1
D00543__H00163,D00543,Etoposide,etoposide,H00163,Rhodiola crenulata [Syn. Rhodiola euryphylla],rhodiola crenulata syn rhodiola euryphylla,Herb,herb,Quercetin,"1, 5, 15 mg/kg",,HFDI,HFDI,Rat,,6/group,HPLC,Plasma,CYP3A; P-gp,P08684; Q2M3G0,1,0,1,1,1,1,1,1,1,1,0,0,Use caution,etoposide [SEP] rhodiola crenulata syn rhodiola euryphylla [SEP] herb,1
D01346__F00104,D01346,Nintedanib,nintedanib,F00104,Meal,meal,Food,food,,,,Dietary Effect-Package Insert,Dietary Effect-Package Insert,,,,,,,,0,0,1,1,1,1,1,1,1,1,0,0,Use caution,nintedanib [SEP] meal [SEP] food,1
D01148__F00162,D01148,Cabozantinib,cabozantinib,F00162,Grapefruit,grapefruit,Food,food,,,,FDI-Package Insert,FDI-Package Insert,,,,,,,,0,0,1,1,1,2,1,1,2,2,0,0,Use caution,cabozantinib [SEP] grapefruit [SEP] food,1
D00943__H00288,D00943,Calcium,calcium,H00288,Coffee,coffee,Herb,herb,,,,HFDI,HFDI,Homo Sapiens,,,,Plasma,,,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,calcium [SEP] coffee [SEP] herb,1
D00542__H00409,D00542,Paclitaxel,paclitaxel,H00409,Hypericum ascyron,hypericum ascyron,Herb,herb,Quercetin,"2, 10, 20 mg/kg",,HFDI,HFDI,Rat,,8/group,HPLC,Plasma,,,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,paclitaxel [SEP] hypericum ascyron [SEP] herb,1
D00583__H00550,D00583,Ranolazine,ranolazine,H00550,herba pyrolae chinensis,herba pyrolae chinensis,Herb,herb,Quercetin,20 mg/kg,Single dose study,HFDI,HFDI,Rat,,6/group,HPLC,Plasma,CYP3A4; P-gp,P08684; Q2M3G0,1,1,1,1,1,2,1,1,2,2,0,0,Use caution,ranolazine [SEP] herba pyrolae chinensis [SEP] herb,1
D00608__F00116,D00608,Capecitabine,capecitabine,F00116,Standard Meal,standard meal,Food,food,Fasted Overnight,,30 min after meal,Dietary effects,Dietary effects,Homo Sapiens,"Open-label,randomized, two-way crossover food effect study","11, patients with advanced colorectal cancer","HPLC, LC-MS",Plasma,,,1,0,1,1,1,1,1,1,1,1,0,0,Use caution,capecitabine [SEP] standard meal [SEP] food,1
D00707__H00077,D00707,Clevidipine,clevidipine,H00077,Semen Ricini,semen ricini,Herb,herb,Baicalin,,,HFDI,HFDI,Homo Sapiens,Human serum albumin,,Multi-spectroscopic techniques and molecular docking method,correlations,,,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,clevidipine [SEP] semen ricini [SEP] herb,1
D00402__H00406,D00402,Racepinephrine,racepinephrine,H00406,Phellodendron amurense,phellodendron amurense,Herb,herb,Caffeine,,,Drugbank,Drugbank,,,,,,,,0,0,1,1,1,1,1,1,1,1,0,0,Use caution,racepinephrine [SEP] phellodendron amurense [SEP] herb,1
D00938__F00212,D00938,Ramipril,ramipril,F00212,Common buckwheat,common buckwheat,Food,food,Potassium,,,FDI-Package Insert,FDI-Package Insert,,,,,,,,0,0,1,1,1,1,1,1,1,1,0,0,Use caution,ramipril [SEP] common buckwheat [SEP] food,1
D00259__H00905,D00259,Nifedipine,nifedipine,H00905,Herba Agrimoniae,herba agrimoniae,Herb,herb,Kaempferol,"0.4, 2.0, 10.0 mg/kg",,HFDI,HFDI,Rat,,6/group,HPLC,Plasma,CYP3A4; P-gp,P08684; Q2M3G0,1,1,1,1,1,2,1,1,2,2,0,0,Use caution,nifedipine [SEP] herba agrimoniae [SEP] herb,1
D00597__H00120,D00597,Atorvastatin,atorvastatin,H00120,Lignum Aquilariae Resitum,lignum aquilariae resitum,Herb,herb,Quercetin,10 mg/kg,Single dose study and multiple dose study,HFDI,HFDI,Rat,,,HPLC,Plasma,,,1,0,1,1,1,2,1,1,2,2,0,0,No known interaction in selected source,atorvastatin [SEP] lignum aquilariae resitum [SEP] herb,2
D00299__H00383,D00299,Pioglitazone,pioglitazone,H00383,Saxifraga Stolonifera,saxifraga stolonifera,Herb,herb,Quercetin,10 mg/kg,,HFDI,HFDI,Rat,,4/group,HPLC,Plasma,CYP3A,P08684,1,1,1,1,1,2,1,1,2,2,0,0,Use caution,pioglitazone [SEP] saxifraga stolonifera [SEP] herb,1
D01057__H00032,D01057,Apixaban,apixaban,H00032,Peucedanum praeruptorum,peucedanum praeruptorum,Herb,herb,Pyranocoumarins,,,HFDI,HFDI,,,,,,P-gp,Q2M3G0,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,apixaban [SEP] peucedanum praeruptorum [SEP] herb,1
D00936__H00892,D00936,Lisinopril,lisinopril,H00892,Ephedra,ephedra,Herb,herb,Magnesium,,,FDI-Package Insert,FDI-Package Insert,,,,,,,,0,0,1,1,1,1,1,1,1,1,0,0,Use caution,lisinopril [SEP] ephedra [SEP] herb,1
D00472__H00298,D00472,Lithium Carbonate,lithium carbonate,H00298,Ilex cornuta,ilex cornuta,Herb,herb,Caffeine,,,Drugbank,Drugbank,,,,,,,,0,0,1,1,1,1,1,1,1,1,0,0,Use caution,lithium carbonate [SEP] ilex cornuta [SEP] herb,1
D00291__H00124,D00291,Phenacetin,phenacetin,H00124,Gymnema Sylvestre,gymnema sylvestre,Herb,herb,,400 mg/kg,Administration after 7 days of pretreatment,HFDI,HFDI,Rat,,6/group,HPLC,Plasma,CYP1A2,P05177,1,1,1,1,1,2,1,1,2,2,0,0,Use caution,phenacetin [SEP] gymnema sylvestre [SEP] herb,1
D00594__H00339,D00594,Gemcitabine,gemcitabine,H00339,Adenanthera pavonina,adenanthera pavonina,Herb,herb,Apigenin,50 mg/kg,Five times/week for 3 weeks,HFDI,HFDI,Mice,,5/group,"Histological examination, BrdU incorporation, the TUNEL assays, Tumor tissue nuclear protein extraction, electrophoretic mobility shift assay",Tissues,CYP,,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,gemcitabine [SEP] adenanthera pavonina [SEP] herb,1
D00594__H00220,D00594,Gemcitabine,gemcitabine,H00220,Lamiophlomis rotata,lamiophlomis rotata,Herb,herb,Apigenin,50 mg/kg,Five times/week for 3 weeks,HFDI,HFDI,Mice,,5/group,"Histological examination, BrdU incorporation, the TUNEL assays, Tumor tissue nuclear protein extraction, electrophoretic mobility shift assay",Tissues,CYP,,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,gemcitabine [SEP] lamiophlomis rotata [SEP] herb,1
D00213__H00416,D00213,Losartan,losartan,H00416,Rhizoma Coptidis,rhizoma coptidis,Herb,herb,Berberine,300 mg,Administration after 2 weeks of pretreatment,HFDI,HFDI,Homo Sapiens,Two-phase randomized-crossover clinical study,18,,Urine,CYP2C9,P11712,1,1,1,1,1,3,2,1,3,3,1,0,Use caution,losartan [SEP] rhizoma coptidis [SEP] herb,1
D00919__F00104,D00919,Stiripentol,stiripentol,F00104,Meal,meal,Food,food,,,,Dietary Effect-Package Insert,Dietary Effect-Package Insert,,,,,,,,0,0,0,1,1,1,1,1,1,1,0,0,Use caution,stiripentol [SEP] meal [SEP] food,1
D00299__H00929,D00299,Pioglitazone,pioglitazone,H00929,Bupleurum sibiricum,bupleurum sibiricum,Herb,herb,Quercetin,10 mg/kg,,HFDI,HFDI,Rat,,4/group,HPLC,Plasma,CYP3A,P08684,1,1,1,1,1,2,1,1,2,2,0,0,Use caution,pioglitazone [SEP] bupleurum sibiricum [SEP] herb,1
D00778__H00318,D00778,Azithromycin,azithromycin,H00318,Hypericum perforatum,hypericum perforatum,Herb,herb,,,,HFDI,HFDI,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,azithromycin [SEP] hypericum perforatum [SEP] herb,1
D00070__H01038,D00070,Verapamil,verapamil,H01038,Fructus Aurantii Immaturus,fructus aurantii immaturus,Herb,herb,Naringin,7.5 mg/kg,,HFDI,HFDI,Rabbit,,6/group,HPLC,Plasma,CYP3A,P08684,1,1,1,1,1,2,1,1,2,2,0,0,Use caution,verapamil [SEP] fructus aurantii immaturus [SEP] herb,1
D00824__H00298,D00824,Terbinafine,terbinafine,H00298,Ilex cornuta,ilex cornuta,Herb,herb,Caffeine,,,FDI-Package Insert,FDI-Package Insert,,,,,,,,0,0,1,1,1,1,1,1,1,1,0,0,Use caution,terbinafine [SEP] ilex cornuta [SEP] herb,1
D00264__H00498,D00264,Nitrazepam,nitrazepam,H00498,Phlomis tuberosa,phlomis tuberosa,Herb,herb,Caffeine,,,Drugbank,Drugbank,,,,,,,,0,0,1,1,1,1,1,1,1,1,0,0,Use caution,nitrazepam [SEP] phlomis tuberosa [SEP] herb,1
D01040__H00478,D01040,Selexipag,selexipag,H00478,Flos Chrysanthemi,flos chrysanthemi,Herb,herb,Quercetin,2 mg/kg/d,Administration after 7 days of pretreatment,HFDI,HFDI,Dog,,6,LC-MS/MS,Plasma,CYP2C8,P10632,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,selexipag [SEP] flos chrysanthemi [SEP] herb,1
D01188__F00162,D01188,Ibrexafungerp,ibrexafungerp,F00162,Grapefruit,grapefruit,Food,food,,,,FDI-Package Insert,FDI-Package Insert,,,,,,,,0,0,1,1,1,1,1,1,1,1,0,0,Use caution,ibrexafungerp [SEP] grapefruit [SEP] food,1
D01217__H00144,D01217,Warfarin,warfarin,H00144,Cortex Tooe Sinensis,cortex tooe sinensis,Herb,herb,Quercetin,12.75 mg/kg,"Once a day ,keep 5 days",HFDI,HFDI,Rat,,8/group,HPLC,Plasma,CYP2C8; CYP2C9; CYP3A4,P10632; P11712; P08684,1,1,1,1,1,3,1,1,3,3,0,0,Use caution,warfarin [SEP] cortex tooe sinensis [SEP] herb,1
D00595__H00683,D00595,Aripiprazole,aripiprazole,H00683,radix Peucedani,radix peucedani,Herb,herb,Resveratrol,100 mg/kg,Administration after 15 days of pretreatment,HFDI,HFDI,Rat,,5/group,LC-MS/MS,Plasma,CYP3A4*1; CYP2D6*1,P08684; P10635,1,1,1,1,1,2,1,1,2,2,0,0,Use caution,aripiprazole [SEP] radix peucedani [SEP] herb,1
D00551__H00143,D00551,Diltiazem,diltiazem,H00143,Herba Sedi sarmentosi,herba sedi sarmentosi,Herb,herb,Quercetin,"2, 10, 20 mg/kg",,HFDI,HFDI,Rabbit,,8/group,HPLC,Plasma,CYP3A4,P08684,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,diltiazem [SEP] herba sedi sarmentosi [SEP] herb,1
D00245__H00409,D00245,Midazolam,midazolam,H00409,Hypericum ascyron,hypericum ascyron,Herb,herb,Quercetin,500 mg,"500 mg quercetin, once a day for 13 consecutive days",HFDI,HFDI,Homo Sapiens,"Randomized, open, crossover",18,HPLC,Plasma,CYP3A5,P20815,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,midazolam [SEP] hypericum ascyron [SEP] herb,1
D00707__H00910,D00707,Clevidipine,clevidipine,H00910,Rhizoma Cyperi,rhizoma cyperi,Herb,herb,Rutin,,,HFDI,HFDI,Homo Sapiens,Human serum albumin,,Multi-spectroscopic techniques and molecular docking method,correlations,,,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,clevidipine [SEP] rhizoma cyperi [SEP] herb,1
D00806__F00024,D00806,Cannabidiol,cannabidiol,F00024,Milk (Cow),milk cow,Food,food,,500 ml,Within 5 minutes,HFDI,FDI-Package Insert; HFDI,Homo Sapiens,"Randomized, crossover, open",15,LC-MS/MS,Plasma,,,1,1,1,1,1,2,1,1,2,2,0,0,Use caution,cannabidiol [SEP] milk cow [SEP] food,1
D00090__H00394,D00090,Chlorzoxazone,chlorzoxazone,H00394,Uncaria sinensis,uncaria sinensis,Herb,herb,Quercetin,1000 mg,Administration after 10 days of pretreatment,HFDI,HFDI,Homo Sapiens,"Open-label, two-period, sequential study",12,HPLC,Plasma,CYP2E1,P05181,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,chlorzoxazone [SEP] uncaria sinensis [SEP] herb,1
D00230__H00044,D00230,Metformin,metformin,H00044,Hydrastis canadensis,hydrastis canadensis,Herb,herb,,3 g/d,Administration after 5 days of pretreatment,HFDI,HFDI,Homo Sapiens,"Open label, 2-arm, fixed sequence crossover study",16,LC-MS/MS,"Plasma, Urine",OCT1; OCT2; MATE1-K; MATE2-K,P14859; P09086; Q96FL8; Q86VL8,1,1,1,1,1,4,3,2,4,4,1,1,Use caution,metformin [SEP] hydrastis canadensis [SEP] herb,1
D01465__H00010,D01465,Chromium Nicotinate,chromium nicotinate,H00010,Oleum Eucalypti,oleum eucalypti,Herb,herb,Vitamin C,,,Drugbank,Drugbank,,,,,,,,0,0,1,1,1,1,1,1,1,1,0,0,Use caution,chromium nicotinate [SEP] oleum eucalypti [SEP] herb,1
D00811__F00104,D00811,Fludarabine,fludarabine,F00104,Meal,meal,Food,food,,,,Drugbank,Drugbank,,,,,,,,0,0,1,1,1,1,1,1,1,1,0,0,No known interaction in selected source,fludarabine [SEP] meal [SEP] food,2
D00700__H00793,D00700,Docetaxel,docetaxel,H00793,Fructus Polygoni Orientalis,fructus polygoni orientalis,Herb,herb,Myricetin,"5, 10, 20 mg/kg",,HFDI,HFDI,Rat,,6/group,LC-MS/MS,Plasma,CYP3A4,P08684,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,docetaxel [SEP] fructus polygoni orientalis [SEP] herb,1
D00142__H00816,D00142,Felodipine,felodipine,H00816,Prunus persica,prunus persica,Herb,herb,Hesperetin,"25, 50, 100 mg/kg",Administration after 14 days of pretreatment,HFDI,HFDI,Rat,,6/group,HPLC,Plasma,CYP3A4; P-gp,P08684; Q2M3G0,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,felodipine [SEP] prunus persica [SEP] herb,1
D00667__H00789,D00667,Perindopril,perindopril,H00789,Ephedra,ephedra,Herb,herb,,,,FDI-Package Insert,FDI-Package Insert,,,,,,,,0,0,1,1,1,1,1,1,1,1,0,0,Use caution,perindopril [SEP] ephedra [SEP] herb,1
D01138__H00318,D01138,Ibrutinib,ibrutinib,H00318,Hypericum perforatum,hypericum perforatum,Herb,herb,,,,FDI-Package Insert,FDI-Package Insert,,,,,,,,0,0,1,1,1,1,1,1,1,1,0,0,Use caution,ibrutinib [SEP] hypericum perforatum [SEP] herb,1
D00774__H00513,D00774,Rosuvastatin,rosuvastatin,H00513,radix tripterygii wilfordii,radix tripterygii wilfordii,Herb,herb,Ursolic Acid,80 mg/kg,,HFDI,HFDI,Rat,,6/group,LC–MS,Plasma,OATP1B1; OATP1B3; OATP1A2; BCRP; NTCP; CYP,Q9Y6L6; Q9NPD5; P46721; Q9UNQ0; Q14973; NA,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,rosuvastatin [SEP] radix tripterygii wilfordii [SEP] herb,1
D01046__H00533,D01046,Vortioxetine,vortioxetine,H00533,Herba Artemisiae Anomalae,herba artemisiae anomalae,Herb,herb,Apigenin,20 mg/kg,,HFDI,HFDI,Rat,,6/group,,Plasma,,,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,vortioxetine [SEP] herba artemisiae anomalae [SEP] herb,1
D00402__F00201,D00402,Racepinephrine,racepinephrine,F00201,Folium camelliae sinensis,folium camelliae sinensis,Food,food,Caffeine,,,Drugbank,Drugbank,,,,,,,,0,0,1,1,1,1,1,1,1,1,0,0,Use caution,racepinephrine [SEP] folium camelliae sinensis [SEP] food,1
D00215__F00162,D00215,Loxoprofen,loxoprofen,F00162,Grapefruit,grapefruit,Food,food,,,,Drugbank,Drugbank,,,,,,,,0,0,1,1,1,1,1,1,1,1,0,0,Use caution,loxoprofen [SEP] grapefruit [SEP] food,1
D01198__H00329,D01198,Tucatinib,tucatinib,H00329,Ramulus Euonymi,ramulus euonymi,Herb,herb,Quercetin,"25, 50, 100 mg/kg",,HFDI,HFDI,Rat,,6/group,LC-MS/MS,Plasma,CYP2C8,P10632,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,tucatinib [SEP] ramulus euonymi [SEP] herb,1
D00741__H00468,D00741,Dabigatran,dabigatran,H00468,Flos Lonicerae,flos lonicerae,Herb,herb,Vitamin E,,,HFDI,HFDI,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,dabigatran [SEP] flos lonicerae [SEP] herb,1
D00950__H00427,D00950,Trandolapril,trandolapril,H00427,Licorice,licorice,Herb,herb,,,,FDI-Package Insert,FDI-Package Insert,,,,,,,,0,0,1,1,1,1,1,1,1,1,0,0,Use caution,trandolapril [SEP] licorice [SEP] herb,1
D00405__F00104,D00405,Prednisolone Acetate,prednisolone acetate,F00104,Meal,meal,Food,food,,,,Dietary Effect-Package Insert,Dietary Effect-Package Insert,,,,,,,,0,0,1,1,1,1,1,1,1,1,0,0,No known interaction in selected source,prednisolone acetate [SEP] meal [SEP] food,2
D01061__H01102,D01061,Betrixaban,betrixaban,H01102,Ginkgo biloba,ginkgo biloba,Herb,herb,Bilobalide,,,HFDI,FDI-Package Insert; HFDI,,,,,,CYP1A1; CYP1A2; CYP3A4; CYP2B6; CYP2C9; CYP2E1; P-gp,Q0VHD5; P05177; P08684; P20813; P11712; P05181; Q2M3G0,1,1,1,1,1,4,1,1,4,4,0,0,Use caution,betrixaban [SEP] ginkgo biloba [SEP] herb,1
D00299__H00620,D00299,Pioglitazone,pioglitazone,H00620,Fructus Chaenomelis,fructus chaenomelis,Herb,herb,Quercetin,10 mg/kg,,HFDI,HFDI,Rat,,4/group,HPLC,Plasma,CYP3A,P08684,1,1,1,1,1,2,1,1,2,2,0,0,Use caution,pioglitazone [SEP] fructus chaenomelis [SEP] herb,1
D00420__H00775,D00420,Levodopa,levodopa,H00775,Rhizoma Cimicifugae,rhizoma cimicifugae,Herb,herb,Caffeic Acid,"2.5, 5, 10 mg/kg",,HFDI,HFDI,Rabbit,,6/group,HPLC,Plasma,COMT,P21964,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,levodopa [SEP] rhizoma cimicifugae [SEP] herb,1
D00420__H00924,D00420,Levodopa,levodopa,H00924,Murraya paniculata var. exotica,murraya paniculata var exotica,Herb,herb,Caffeic Acid,"2.5, 5, 10 mg/kg",,HFDI,HFDI,Rabbit,,6/group,HPLC,Plasma,COMT,P21964,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,levodopa [SEP] murraya paniculata var exotica [SEP] herb,1
D00472__H00300,D00472,Lithium Carbonate,lithium carbonate,H00300,Ilex cornuta Lindl,ilex cornuta lindl,Herb,herb,Caffeine,,,Drugbank,Drugbank,,,,,,,,0,0,1,1,1,1,1,1,1,1,0,0,Use caution,lithium carbonate [SEP] ilex cornuta lindl [SEP] herb,1
